FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201708,10,0,33762,717835,"D","08/10/2017 00:00:00",80,"M","Outside/Open Areas",201708
201708,10,0,33761,717835,"I","08/10/2017 00:00:00",92,"M","Permanent Home",201708
201708,11,0,33763,717837,"D","08/11/2017 00:00:00",66,"F","Outside/Open Areas",201708
201708,13,0,33766,717837,"D","08/13/2017 00:00:00",49,"M","Outside/Open Areas",201708
201708,12,0,33764,717837,"I","08/12/2017 00:00:00",60,"M","Permanent Home",201708
201708,12,0,33765,717837,"I","08/12/2017 00:00:00",71,"M","Permanent Home",201708
201708,17,0,33767,717839,"D","08/17/2017 00:00:00",80,"F","Church",201708
201708,18,0,33768,717839,"D","08/18/2017 00:00:00",74,"F","Outside/Open Areas",201708
201708,18,0,33769,717839,"D","08/18/2017 00:00:00",55,"M","Outside/Open Areas",201708
201708,19,0,33770,717839,"D","08/19/2017 00:00:00",35,"M","Outside/Open Areas",201708
201708,21,0,33771,717839,"D","08/21/2017 00:00:00",65,"M","Outside/Open Areas",201708
201708,29,0,33772,717840,"D","08/29/2017 00:00:00",59,"F","Permanent Home",201708
201708,12,0,33773,717843,"D","08/12/2017 00:00:00",58,"F","Outside/Open Areas",201708
201708,12,0,33774,717843,"D","08/12/2017 00:00:00",60,"M","Outside/Open Areas",201708
201708,22,0,33794,718677,"D","08/22/2017 00:00:00",56,"M","Vehicle/Towed Trailer",201708
201708,19,0,33804,718916,"D","08/19/2017 00:00:00",61,"M","In Water",201708
201708,9,0,33890,719139,"I","08/09/2017 00:00:00",68,"F","Vehicle/Towed Trailer",201708
201708,4,0,33810,719149,"D","08/04/2017 00:00:00",45,"M","Vehicle/Towed Trailer",201708
201708,29,0,33891,719342,"D","08/29/2017 00:00:00",41,"F","In Water",201708
201708,30,0,33892,719342,"D","08/30/2017 00:00:00",69,"M","In Water",201708
201708,31,0,33893,719342,"D","08/31/2017 00:00:00",,"F","In Water",201708
201708,31,0,33894,719342,"D","08/31/2017 00:00:00",88,"F","In Water",201708
201708,31,0,33895,719342,"D","08/31/2017 00:00:00",,"F","In Water",201708
201708,11,0,33835,719442,"D","08/11/2017 00:00:00",19,"M","In Water",201708
201708,11,0,33836,719442,"D","08/11/2017 00:00:00",12,"M","In Water",201708
201708,26,0,33837,719445,"D","08/26/2017 00:00:00",24,"M","Outside/Open Areas",201708
201708,30,0,33839,719489,"D","08/30/2017 00:00:00",75,"M","In Water",201708
201708,31,0,33840,719489,"D","08/31/2017 00:00:00",54,"M","In Water",201708
201708,31,0,33841,719489,"D","08/31/2017 00:00:00",55,"M","In Water",201708
201708,30,0,33842,719489,"D","08/30/2017 00:00:00",77,"M","In Water",201708
201708,31,0,33843,719489,"D","08/31/2017 00:00:00",73,"F","In Water",201708
201708,29,0,33844,719489,"D","08/29/2017 00:00:00",82,"F","In Water",201708
201708,30,0,33845,719489,"D","08/30/2017 00:00:00",19,"M","Permanent Home",201708
201708,30,0,33846,719489,"D","08/30/2017 00:00:00",,"M","Permanent Home",201708
201708,30,0,33847,719489,"D","08/30/2017 00:00:00",87,"M","Permanent Home",201708
201708,28,0,33848,719489,"D","08/28/2017 00:00:00",1,"","Permanent Home",201708
201708,29,0,33850,719494,"D","08/29/2017 00:00:00",67,"M","In Water",201708
201708,31,0,33851,719497,"D","08/31/2017 00:00:00",68,"M","In Water",201708
201708,30,0,33852,719497,"D","08/30/2017 00:00:00",61,"F","Vehicle/Towed Trailer",201708
201708,31,0,33884,719740,"D","08/31/2017 00:00:00",43,"F","Vehicle/Towed Trailer",201708
201708,30,0,33885,719740,"D","08/30/2017 00:00:00",51,"M","Vehicle/Towed Trailer",201708
201708,2,0,33896,719758,"I","08/02/2017 00:00:00",18,"M","In Water",201708
201708,4,0,33897,719763,"I","08/04/2017 00:00:00",5,"M","In Water",201708
